conversation_id,speaker_id,start_time,end_time,text,outcome
17923_60,0,28.85,33.34,"Plus, there’s no long-term contract: you can cancel at any time, and your service will stay with ClearStream, so there’s no change to reliability or your account.",sale
17923_60,1,34.09,37.92,"So, my provider stays the same, and I just get a cheaper, fixed rate? What’s the catch?",sale
17923_60,0,38.41,44.36,"That's right! No catch. We want our customers to choose us because we save them money. All we need is your authorization to enroll; the change is handled internally, with no interruptions.",sale
17923_60,1,45.23,47.59,Sounds pretty straightforward. Is there a sign-up fee or anything hidden?,sale
17923_60,0,48.11,51.24,Nope—no fees at all. The only change you’ll notice is the new rate and the $7 monthly discount applied automatically.,sale
17923_60,0,51.53,56.82,"If you’d like, I can get you set up while we’re on the call. All I’ll need is your name as it appears on your bill and your service address, and I’ll send a confirmation email within the hour.",sale
17923_60,1,57.18,58.9,"Alright, let’s do it. My name and address haven’t changed: Bailey Thompson, 441 Morningside Ave.",sale
17923_60,0,59.32,62.65,"Wonderful, thank you! Can I also confirm your preferred email for documentation—still bthompson@email.com?",sale
17923_60,1,62.72,63.93,"Yes, that’s still correct.",sale
17923_60,0,64.28,71.51,"Perfect. You’ll get a confirmation message from ClearStream in the next hour, including your new rate and details about the discount. Your next bill will reflect the savings starting with your upcoming cycle.",sale
17923_60,0,71.82,74.09,Is there anything else I can answer for you while I finish the enrollment?,sale
17923_60,1,74.5,77.45,"No, I think that covers it. Thanks for being clear and getting this started.",sale
17923_60,0,77.9,81.2,"Of course! I’ll handle everything from here and you’ll be all set. Thanks so much for your time and welcome to the savings plan, Bailey!",sale
34927_61,0,1.1,4.23,"Good morning, is this Sarah Williams?",sale
34927_61,1,4.25,5.7,"Yes, this is Sarah speaking.",sale
34927_61,0,6.02,10.94,Great! My name is Andrew from SunStream Energy. How are you this morning?,sale
34927_61,1,11.02,12.45,"I’m doing well, thanks. How can I help you?",sale
34927_61,0,13.38,20.66,"I’m calling because we’ve just launched our new SmartSaver energy plan, which gives customers like you a guaranteed 12% discount on your usage rate for the next twelve months. Have you heard about it already?",sale
34927_61,1,21.08,24.67,"No, I haven’t. I just switched providers last year, though.",sale
34927_61,0,25.21,31.35,"Absolutely, and that's exactly why I'm reaching out! Your loyalty keeps you eligible for exclusive offers—like locking in this discount without lengthy contracts or any early termination fees.",sale
34927_61,0,31.89,38.78,"You'll also get priority customer support and free access to our Home Efficiency App, which helps track your monthly savings. Just out of curiosity, do you remember your average monthly bill?",sale
34927_61,1,39.1,41.92,"I think it’s usually between $80 and $100, depending on the season.",sale
34927_61,0,42.41,48.28,"That makes sense. With the SmartSaver plan, based on your usage pattern, we estimate you'll save at least $110 over the next year compared to regular rates. Plus, all paperwork can be done over the phone right now.",sale
34927_61,1,48.82,50.19,"That sounds pretty good, honestly.",sale
34927_61,0,51.0,57.31,"Would you like me to walk you through the setup? All I’d need to verify is your service address and confirm your identification. There’s no downtime, and your supply won't change at all.",sale
34927_61,1,57.87,60.71,"Sure, let’s get started. I have my last bill here if you need reference info.",sale
34927_61,0,61.39,65.77,"Perfect! Can you confirm your address is 174 Maple Avenue, and read the account number at the top of your bill?",sale
34927_61,1,66.4,69.62,"Yes, that’s right. The account number is ES-49028367.",sale
34927_61,0,70.01,75.34,"Great! For security, could you please confirm the last four digits of your Social Security Number?",sale
34927_61,1,75.9,76.44,It’s 0421.,sale
34927_61,0,77.08,82.41,"Thank you, Sarah. Just a heads-up: this call is recorded for your safety and training purposes. You’ll receive written confirmation and your welcome pack by email today.",sale
34927_61,0,82.9,88.2,"You have a full 14-day cooling-off period, and as always, you can reach us anytime for questions. Would you like to add the monthly bill summary via text message as well? It’s complimentary on this plan.",sale
34927_61,1,88.74,89.82,"Yes, that would be helpful—please add it!",sale
34927_61,0,90.35,93.23,Done. Is there anything else I can help you with while I finalize your enrollment?,sale
34927_61,1,93.88,95.0,"No, I think that covers it.",sale
34927_61,0,95.42,102.1,"Excellent. You’re all set, Sarah! Your SmartSaver plan will be active by your next billing cycle, and you’ll get an email confirmation soon. We appreciate your trust in SunStream Energy—enjoy the savings, and have a wonderful rest of your day!",sale
34927_61,1,102.35,103.04,"Thank you, Andrew. Goodbye!",sale
40217_62,0,2.15,4.04,"Good afternoon, may I speak with Mr. Walker, please?",sale
40217_62,1,4.4,5.62,"Yes, this is Walker speaking.",sale
40217_62,0,6.14,10.32,"Hi there, my name is Jessica Carter and I'm calling from ClearBright Energy. How are you today?",sale
40217_62,1,10.91,12.02,"I'm good, thanks. What is this in regards to?",sale
40217_62,0,12.49,19.19,"I'm calling because your address qualifies for our new discounted energy plan, which could reduce your bill significantly. Since you've been a loyal customer, we want to thank you with some exclusive savings.",sale
40217_62,1,20.02,22.62,"That sounds good, but I'm already under a contract. How does this work?",sale
40217_62,0,23.1,27.19,"Excellent question. With our plan, there's absolutely no penalty for switching, and you keep your current service uninterrupted. We'd simply apply a better rate, and you start saving right away.",sale
40217_62,1,27.8,29.92,Can you tell me what the new rate would be?,sale
40217_62,0,30.13,36.67,"For you, it's $0.092 per kilowatt hour—guaranteed for twelve months. Most customers currently pay between 11 and 13 cents, so this is one of the best rates in the area.",sale
40217_62,1,37.57,39.91,That's definitely better than I'm paying now. Are there any extra or hidden fees?,sale
40217_62,0,40.2,44.39,"No hidden fees at all. The price is locked in, and you can cancel anytime without penalties. Plus, as a welcome, you get a $60 credit on your first statement.",sale
40217_62,1,45.17,47.56,That sounds pretty good. What do you need from me to start?,sale
40217_62,0,47.73,52.81,"Just to confirm some brief details—the service address, your date of birth for identity verification, and your email for the confirmation. Your provider will remain the same, you'll just see the lower rate on your next bill.",sale
40217_62,1,53.22,56.09,"Alright, the service address is 908 Lakewood Avenue. My birthday is October 15, 1978, and my email is walker908@gmail.com.",sale
40217_62,0,56.61,61.81,"Thank you! I'm entering those now. By the way, you'll get a welcome packet in your inbox, and we recommend you check the details—if you have any questions, you can call our dedicated line anytime.",sale
40217_62,1,62.22,64.02,Sounds great. How soon does the new rate go into effect?,sale
40217_62,0,64.5,69.58,Within the next billing cycle—usually about one to two weeks. And don’t forget about your $60 bill credit; you’ll see that on your first invoice with ClearBright Energy.,sale
40217_62,1,70.09,73.12,"Perfect. Thanks for making this so straightforward, Jessica.",sale
40217_62,0,73.28,76.04,"My pleasure, Mr. Walker! I’ll process your enrollment right now and send you the confirmation email within the hour. Welcome to ClearBright’s savings plan.",sale
54122_63,0,1.11,4.62,"Good afternoon, may I speak with Ms. Ramirez, please?",sale
54122_63,1,4.9,5.54,"Yes, speaking.",sale
54122_63,0,6.0,10.33,"Hi Ms. Ramirez, this is Olivia with EcoStream Energy. How are you doing today?",sale
54122_63,1,10.48,11.2,"I'm well, thanks. How can I help you?",sale
54122_63,0,11.9,16.37,"I'm calling because you qualify for our new Saver Plus energy plan, which locks in a 12% discount on your energy usage and adds an extra $5 off each monthly bill for the next year.",sale
54122_63,0,16.85,21.09,"It’s a flexible plan—no long-term contracts, and you keep your current utility provider. Does saving a bit each month interest you?",sale
54122_63,1,21.52,22.96,Maybe. Can you tell me how this is different from what I have now?,sale
54122_63,0,23.3,27.99,"Absolutely. I checked your account—you’re on a standard variable rate, paying around 17 cents per kWh. With Saver Plus, you’d be paying 14.9 cents, plus get that flat $5 discount, guaranteed for 12 months.",sale
54122_63,1,28.1,30.15,And I don’t have to switch utility companies?,sale
54122_63,0,30.44,33.02,"Correct—your power stays with CityGrid, we just provide the savings on supply. Billing still comes from CityGrid for convenience.",sale
54122_63,1,33.6,36.16,How soon would I see the discount on my bill?,sale
54122_63,0,36.34,40.46,"Usually, your next bill reflects the lower rate—sometimes it takes one cycle, but most customers see it within 30 days.",sale
54122_63,0,40.7,44.54,"If you sign up today, you also get a one-time $20 welcome credit applied to your second statement.",sale
54122_63,1,44.66,45.93,Sounds good so far! Is there any penalty if I want to change plans down the road?,sale
54122_63,0,46.11,48.39,"None at all—leave or change plans anytime with 30 days notice, no fees.",sale
54122_63,1,48.9,50.02,"Alright, how do I get started?",sale
54122_63,0,50.5,53.54,Perfect! I’ll just need your service address to confirm eligibility and the last four digits of your account number.,sale
54122_63,1,54.01,56.02,"The address is 871 Willow Street, Apartment 2B, 11244. The last four on my bill: 8372.",sale
54122_63,0,56.39,59.1,"Thank you, Ms. Ramirez. That matches what I have. For confirmation, may I have your email address to send your welcome kit and agreement?",sale
54122_63,1,59.58,60.59,Yes. It’s m.ramirez@email.com.,sale
54122_63,0,60.87,64.0,"Great, you’ll get a confirmation email in a few minutes and a summary of your new plan. You’ll also have a 14-day period to cancel without any obligation.",sale
54122_63,1,64.22,65.26,Thank you! Looking forward to those savings.,sale
54122_63,0,65.48,68.47,"You’re very welcome, Ms. Ramirez! Welcome to EcoStream, and let us know if you have any questions by phone or email. Enjoy your day!",sale
29854_64,0,1.22,4.03,"Good afternoon, am I speaking with Ms. Rodriguez?",sale
29854_64,1,4.34,5.1,"Yes, this is Maria Rodriguez. Who's calling?",sale
29854_64,0,5.3,9.18,"Hi Maria, this is Kevin from GreenWave Energy. How are you today?",sale
29854_64,1,9.54,10.42,"I'm well, thanks. What can I do for you, Kevin?",sale
29854_64,0,10.98,16.2,"I’m calling because as a current customer, you qualify for our new energy plan with exclusive discounts. It’s a way for us to help you save more each month.",sale
29854_64,1,16.52,18.22,"Thank you, but I thought my rate was already pretty low. How does this work?",sale
29854_64,0,18.79,23.44,"Great question! The new plan gives you a flat 12% discount on your supply charge, plus a $10 monthly bill credit for the first six months. And you keep your current provider—there’s no interruption.",sale
29854_64,1,23.81,26.06,That definitely sounds interesting. Do I have to sign a long-term contract?,sale
29854_64,0,26.43,30.1,"No long-term contract at all—just a one-year commitment, and you can opt out anytime with 30 days’ notice and no penalties.",sale
29854_64,1,30.41,32.75,That’s good to know. Would my current discounts disappear if I switch?,sale
29854_64,0,33.16,37.42,"You’d keep your current loyalty rewards, and these new discounts add on top. All you need to do is confirm your address and billing details, and I’ll process the switch for you.",sale
29854_64,1,37.9,40.09,That makes sense. Can you tell me my new rate per kilowatt hour?,sale
29854_64,0,40.6,44.36,"Certainly. With the discount, your new rate is $0.119 per kilowatt hour, which is lower than what you’ve been paying. All taxes and fees are unchanged.",sale
29854_64,1,45.01,46.66,I like the sound of that. What do you need from me to get started?,sale
29854_64,0,47.19,51.88,"Just to confirm, is your billing address still 125 Lakeview Drive, here in town?",sale
29854_64,1,52.12,53.87,"Yes, that's correct. Everything else is the same, including my contact email.",sale
29854_64,0,54.22,59.46,Perfect. I’ll take care of the transition and you’ll get a confirmation email within 24 hours. The discounts kick in on your next billing cycle. Is there anything else I can answer before we finalize?,sale
29854_64,1,59.84,61.36,"No, that covers it. Thanks for making this easy, Kevin.",sale
29854_64,0,61.87,64.29,"My pleasure, Maria. Welcome to the new plan—you’ll see the savings right away. Have a wonderful day!",sale
24501_65,0,1.14,4.55,"Good afternoon, this is Sarah from GreenRate Energy calling for Mr. David Miller. Am I speaking with him?",sale
24501_65,1,4.95,6.16,"Yes, this is David. How can I help you?",sale
24501_65,0,6.52,12.77,"Hi David! I’m with GreenRate Energy, your current provider. I wanted to let you know we’re rolling out a new energy plan, just for long-standing customers like you, with a fixed 20% discount for the next year. Do you have a couple minutes for me to explain how it works?",sale
24501_65,1,13.23,15.79,"Sure, I could hear more about it. What makes it different from what I have now?",sale
24501_65,0,16.23,21.61,"Great question! Compared to your current variable-rate plan, this new plan locks in a lower rate for all hours with no surprise increases, plus it bundles a 20% instant discount on your supply charges for 12 months—no fees or long-term contract.",sale
24501_65,1,21.97,25.59,"Interesting. So what would I actually pay per kilowatt? I’ve seen a lot of offers, but there’s always something extra in the fine print.",sale
24501_65,0,26.0,32.31,"Absolutely, transparency is really important. Your new rate would be $0.13 per kilowatt-hour, including all regular fees except government taxes, and you’ll save 20% off the supply charge line every month. Our team monitors the market, so if prices drop, yours drops too.",sale
24501_65,1,32.9,36.53,"And I don’t have to switch providers or lose power during the change, right?",sale
24501_65,0,36.87,41.85,"Exactly right! We just update your agreement on our end—no one comes to your house, you keep all your existing service, and your next bill reflects the discount.",sale
24501_65,0,42.03,46.35,"If you have auto-pay set up, nothing else changes except you pay less—no interruption or paperwork for you.",sale
24501_65,1,46.72,49.83,"Okay, that actually sounds pretty good. There’s no penalty if I change my mind down the line?",sale
24501_65,0,50.19,54.82,"Not at all—there’s zero cancellation fee, and you can change back or move to another plan whenever you need. The goal here is to keep our loyal customers happy and saving year-round.",sale
24501_65,0,55.06,58.61,Shall we go ahead and secure your new rate and discount starting from your next billing cycle?,sale
24501_65,1,59.0,61.28,"Yeah, let’s do it. What do you need from me?",sale
24501_65,0,61.7,66.0,"Perfect. Just to confirm, is your service address still 422 Lakeview Lane here in Springfield? And would you like to keep your current auto-pay bank account or update it?",sale
24501_65,1,66.52,68.3,"Yes, the address and bank info are the same.",sale
24501_65,0,68.54,73.39,Great! I’ll process the new rate and lock in your discount. You’ll get a confirmation email in the next 10 minutes. Your new plan kicks in on your next meter read—no action needed on your end.,sale
24501_65,0,73.61,77.44,"David, thank you for being a loyal customer. If you have questions or want to review the details again, just call or reply to the confirmation email—my direct extension will be there too.",sale
24501_65,1,77.94,79.81,"Thanks, Sarah. This was clear and easy. Have a great day!",sale
57148_66,0,1.08,4.18,"Good afternoon, may I speak with Michael Foster, please?",sale
57148_66,1,4.25,5.08,"Speaking, how can I help you?",sale
57148_66,0,5.18,11.02,Hi Michael! This is Lisa from Evergreen Utilities. I’m calling with some exciting news—we’re offering a new energy plan that could lower your monthly bill by up to 20%. Do you have a couple minutes to chat?,sale
57148_66,1,11.15,12.77,"Sure, I have time right now.",sale
57148_66,0,13.19,19.24,"Excellent! Thank you. First off, I see you’ve been a customer for over five years. As a thank you, we’ve unlocked a fixed-rate plan with a loyalty discount and a bonus $10 bill credit for the next three months.",sale
57148_66,1,19.31,21.12,"Hmm, that does sound interesting. What’s the catch?",sale
57148_66,0,21.64,27.08,"No catch at all—no lock-in contract, no hidden fees. The rate is fixed for twelve months, so your cost per kilowatt hour won’t suddenly spike. Plus, you keep your current provider; we’re just updating your plan to the discounted rate.",sale
57148_66,1,27.24,30.44,"Okay, so I wouldn’t have to switch away from Evergreen, right?",sale
57148_66,0,30.53,33.31,"That’s right, you stay with us. It’s just a plan upgrade.",sale
57148_66,0,33.36,37.92,"Your current average rate is 19 cents per kilowatt hour. With the new plan, that drops to 15.2 cents—locked in. On top of that, you’ll see those $10 credits reflected automatically every month until July.",sale
57148_66,1,39.11,42.24,"That would definitely save me a bit, especially over the summer. Is there a set up fee?",sale
57148_66,0,42.54,45.8,"Zero setup fee, Michael. You don’t need to do anything except verbally confirm the switch.",sale
57148_66,0,45.92,49.36,"Just to summarize: The fixed discounted rate, a $10 monthly bill credit for three months, and it all takes effect on your next billing cycle.",sale
57148_66,1,49.42,52.8,"Alright, let’s do it. Is there any paperwork I need to sign, or can we make the change over the phone?",sale
57148_66,0,52.93,59.29,"We can handle it right now! I’ll just need you to confirm your full name and service address, and we’ll send a confirmation email to the address we have on file.",sale
57148_66,1,59.55,62.21,"Sure, it’s Michael Foster, 424 Winston Avenue, Springfield.",sale
57148_66,0,62.69,65.33,"Perfect, and your contact email is still m.foster@email.com, correct?",sale
57148_66,1,65.41,66.68,"Yep, that’s it.",sale
57148_66,0,66.79,69.67,Wonderful! The change will be processed today and your confirmation will arrive this afternoon.,sale
57148_66,0,70.17,73.72,"Thank you so much for your time, Michael. Is there anything else I can help you with?",sale
57148_66,1,73.83,74.52,"No, that covers it. Thanks Lisa.",sale
57148_66,0,74.88,77.12,My pleasure! Welcome to your new plan and have a great day.,sale
1065427881_67,0,0.0,3.02,"Good afternoon, is this Mrs. Tanisha Freeman?",sale
1065427881_67,1,3.45,4.4,"Yes, this is she. Who’s calling?",sale
1065427881_67,0,5.01,10.64,"Hi Mrs. Freeman, this is Henry Covington from BrightWave Energy. I’m reaching out because you’re eligible for a new energy plan that could save you up to 18% on your monthly bill.",sale
1065427881_67,1,11.16,13.33,"Oh, that sounds interesting. Can you tell me more about it?",sale
1065427881_67,0,13.38,19.9,"Absolutely. We’re offering a new fixed-rate energy plan with a locked-in kilowatt price for 12 months, plus an added $8 monthly discount if you enroll this week. No contract lock-ins—cancel anytime.",sale
1065427881_67,1,20.48,23.61,So the rate wouldn’t change if prices go up? And what’s the current rate?,sale
1065427881_67,0,24.03,28.86,"Correct—the rate is fixed at $0.119 per kilowatt-hour, regardless of market changes. That’s actually lower than most of our competitors in your area.",sale
1065427881_67,1,29.13,32.34,"Right now, I’m paying around $0.14, so that’s a decent drop.",sale
1065427881_67,0,33.2,36.77,"Exactly. And with the $8 monthly discount, you’re looking at an average annual savings of about $180.",sale
1065427881_67,1,37.11,39.94,What’s the catch? Are there any signup fees or penalties if I change my mind?,sale
1065427881_67,0,40.5,45.0,"No sign-up fees, and there’s no penalty if you want to switch or cancel later. You just need to give us a two-week notice.",sale
1065427881_67,1,45.84,48.22,Okay. How do I make the switch? Is there paperwork or a service interruption?,sale
1065427881_67,0,48.9,54.1,It’s all digital and takes about five minutes. Your service remains uninterrupted—we just update the energy supply on our end and notify your current provider.,sale
1065427881_67,1,54.44,56.74,"Alright, let’s go ahead. What do you need from me?",sale
1065427881_67,0,57.32,62.07,Perfect! I’ll just need your current service address and the last four digits of your account number to get started.,sale
1065427881_67,1,62.83,65.75,"It’s 8962 Oakridge Lane, and my account ending is 0276.",sale
1065427881_67,0,66.2,69.7,"Thank you, Mrs. Freeman. I’ll send a confirmation to your email—I just need to verify, is it still tanisha.freeman@email.com?",sale
1065427881_67,1,70.05,71.65,"Yes, that’s correct.",sale
1065427881_67,0,72.34,76.02,"Excellent, your enrollment is now processing. You’ll receive the welcome email and savings summary as soon as it’s approved—usually within 24 hours.",sale
1065427881_67,1,76.54,78.7,"Great, thank you. I look forward to saving!",sale
1065427881_67,0,79.09,82.11,"Thank you, Mrs. Freeman! We’re thrilled to have you with BrightWave—have a wonderful afternoon.",sale
67025_68,0,1.0,4.18,"Hello, good morning, is this Ms. Collins?",sale
67025_68,1,4.5,5.36,"Yes, this is she.",sale
67025_68,0,6.1,11.67,"Hi Ms. Collins, my name is Andrew and I'm calling from GreenWay Energy. First, thank you for being a loyal customer.",sale
67025_68,0,12.01,18.16,I’m reaching out today about a new energy plan we just launched. It features a guaranteed rate reduction and loyalty discounts—would you be open to hearing a little more?,sale
67025_68,1,18.6,20.98,"Sure, I've been meaning to look into my bill anyway.",sale
67025_68,0,21.4,28.15,"Perfect! From our records, you've been on the Standard Flex plan for just over two years, and your current rate is 14.2 cents per kilowatt-hour—does that sound right?",sale
67025_68,1,28.4,31.82,"Yes, that's correct. It feels a little higher than it used to be.",sale
67025_68,0,32.12,39.77,"I completely understand. Our new Eco Saver plan is designed to help with that—it offers a flat rate of 11.4 cents per kilowatt-hour for twelve months, plus an immediate $5 monthly bill credit for the first year.",sale
67025_68,1,40.13,43.21,"Okay, and is it just electricity or does this include gas too? I have both.",sale
67025_68,0,43.5,48.16,"Good question—this particular offer is for electricity, but if you add your gas service with us, you’ll get an additional $3 off both utilities each month.",sale
67025_68,1,48.75,51.49,That actually sounds interesting. No hidden fees or long-term lock-in?,sale
67025_68,0,52.25,57.9,No long-term commitment—just a straightforward 12-month agreement. And you can review your rates or change plans afterward with no penalty.,sale
67025_68,1,58.22,59.93,Do I have to switch providers or anything like that?,sale
67025_68,0,60.4,64.06,"No, you’ll stay with GreenWay; we'll simply change your rate structure and add the discounts. Your supply won’t be affected in any way.",sale
67025_68,1,64.4,66.61,"Okay, what do you need from me to get started?",sale
67025_68,0,67.05,72.3,Just a quick verbal agreement for the new plan and a confirmation of your billing address on file—then you’ll be all set!,sale
67025_68,1,72.9,74.78,"Alright, my address is the same: 316 Willow Avenue.",sale
67025_68,0,75.16,76.68,"Perfect, thank you. Do you have your most recent energy bill handy?",sale
67025_68,1,77.05,78.7,I do—got it right here.,sale
67025_68,0,78.75,82.8,Great! I just need you to confirm the account number at the top right so everything processes smoothly.,sale
67025_68,1,83.24,85.42,"""That’s 2018-74131.""",sale
67025_68,0,85.7,90.55,"Thank you. As a summary: you’re enrolling in Eco Saver, your fixed rate drops to 11.4 cents/kWh, plus $5 off your monthly bill—sound good?",sale
67025_68,1,90.99,91.9,"Yes, that's correct. Let's do it.",sale
67025_68,0,92.22,97.04,Wonderful. You’ll get a confirmation email within the hour along with your new terms. Your next bill will reflect the new savings automatically.,sale
67025_68,1,97.33,98.83,"Thank you, Andrew—I appreciate you calling.",sale
67025_68,0,99.18,102.3,"Of course, Ms. Collins. Thank you for being a valued GreenWay customer! You’ll see those savings soon—have a fantastic day.",sale
14352_69,0,0.5,4.1,"Good afternoon, am I speaking with Lisa Martinez?",sale
14352_69,1,4.3,5.6,This is Lisa. How may I help you?,sale
14352_69,0,5.8,10.9,"Wonderful, Lisa! My name is Jordan Simmons from SunLeaf Energy Services. I'm calling to share a new plan that could put a nice discount on your next energy bill. Do you have a moment?",sale
14352_69,1,11.1,12.7,"Sure, I have a couple of minutes. What’s this about?",sale
14352_69,0,13.0,17.5,"Great! So, we’ve just launched a fixed-rate energy plan for loyal customers in your area. It comes with an automatic 8% discount every month for the first year, plus an extra $50 welcome credit. Does that sound like something you’d be interested in?",sale
14352_69,1,17.8,22.3,That actually sounds pretty good. I’m paying a lot lately and haven’t seen any discounts in months. Are there any catches or long-term contracts?,sale
14352_69,0,22.7,28.5,"No catch, and no lock-in period. You’re free to leave anytime, but your savings will keep adding up each month you stay. We lock in your rate for 12 months, so you won’t get any surprise increases.",sale
14352_69,1,29.0,32.3,That’s definitely better than my current plan. Will my service be interrupted if I switch?,sale
14352_69,0,32.6,36.5,Not at all—there’s no interruption. It’s just a rate and billing change; your energy delivery stays exactly the same. We handle the entire transition for you.,sale
14352_69,1,36.8,39.3,"Alright, that makes sense. What do I need to do to sign up?",sale
14352_69,0,39.5,45.8,"It's simple. I’ll just need to confirm your address—321 Westbridge Lane, correct? And the last four digits of your account: 2478?",sale
14352_69,1,46.0,47.3,That’s correct.,sale
14352_69,0,47.7,52.8,"Perfect. I’ll enroll you in our SunLeaf Discount Plan now. You’ll receive an email confirmation today, and the $50 credit will show on your next bill.",sale
14352_69,1,53.2,54.6,Sounds good! Anything else you need from me?,sale
14352_69,0,54.9,58.3,"Just your verbal consent. Do you agree to enroll in the SunLeaf Discount Plan with an 8% monthly discount, no contract, and a $50 welcome credit?",sale
14352_69,1,58.6,59.7,"Yes, I agree.",sale
14352_69,0,60.2,62.1,"Awesome! Thank you, Lisa. We appreciate your business.",sale
21357_70,0,0.0,3.22,"Good afternoon, is this Mr. Daniel Reynolds?",sale
21357_70,1,3.25,3.9,"Yes, this is Daniel.",sale
21357_70,0,4.1,8.77,"Wonderful! Daniel, this is Anita from Metro Home Energy. How are you doing today?",sale
21357_70,1,9.0,10.15,"I'm well, thank you. How can I help you?",sale
21357_70,0,10.3,17.6,The reason for my call is to let you know about an exclusive new energy plan specially designed for long-term customers like yourself—complete with a guaranteed rate and a monthly discount.,sale
21357_70,1,17.85,19.8,That sounds interesting. Can you tell me more about this discount?,sale
21357_70,0,20.02,29.24,"Absolutely. If you enroll in our new GreenSaver plan, you'll lock in a flat rate of $0.109 per kilowatt-hour. On top of that, you’ll get a $7 credit on every bill for the next 12 months. There’s no contract and no hidden fees.",sale
21357_70,1,29.88,32.9,No contract at all? That’s unusual. Is the rate stable?,sale
21357_70,0,33.2,38.41,"Good question. Yes—the rate stays the same throughout your first year, and you’re free to opt out at any time, hassle-free. The discount will automatically appear, so you don’t need to submit any forms.",sale
21357_70,1,38.7,41.13,I like the sound of that. How does it compare to my current rate?,sale
21357_70,0,41.35,49.08,"Right now you’re paying $0.126 per kilowatt-hour, so you'd drop down almost two cents on every unit, in addition to the monthly $7 credit. Most of our customers see a savings of at least $108 per year.",sale
21357_70,1,49.41,51.35,That’s really solid. Does anything change with how I pay?,sale
21357_70,0,51.55,56.2,Nothing changes—you’ll keep using the same billing and payment method. Your current energy provider remains the same; we simply switch your plan internally to the discounted rate.,sale
21357_70,1,56.68,60.16,"Alright, I think I want to go ahead. What do you need from me?",sale
21357_70,0,60.42,65.01,"Great! Just to confirm, may I have the last four digits of your account number and your email address for the enrollment?",sale
21357_70,1,65.19,69.32,"Sure, last four are 3419 and my email is daniel.r@email.com.",sale
21357_70,0,69.54,74.44,"Perfect, thank you, Daniel. I’m submitting your enrollment now. You’ll get a confirmation email from us in the next 10 minutes.",sale
21357_70,1,74.66,76.49,"That’s great, thanks for the thorough explanation.",sale
21357_70,0,76.72,80.12,"Of course! If you have any questions, just reply to the confirmation email or call our direct hotline. Welcome to the GreenSaver plan, Daniel!",sale
62831_71,0,1.05,4.18,"Good afternoon, this is Jessica calling from SolarOne Energy Solutions. May I speak with Mr. Parker?",sale
62831_71,1,4.63,5.44,"Hi, speaking. How can I help you?",sale
62831_71,0,6.01,9.09,"Hi Mr. Parker, I'm reaching out because you’re eligible for our new FlexRate energy plan with guaranteed discounts for twelve months. Do you have just a few minutes to hear how you could save on your electric bill?",sale
62831_71,1,9.36,12.11,"Sure, I have a couple of minutes now. I am always looking for ways to save on utilities.",sale
62831_71,0,12.26,16.82,"Fantastic! With FlexRate, you get a fixed, discounted kWh rate—currently $0.11 per kilowatt hour, 16% lower than your current plan. There are no sign-up fees, and you get a $50 bill credit just for enrolling today.",sale
62831_71,1,17.21,19.02,"That sounds good, but is there a contract or any penalties if I decide to cancel?",sale
62831_71,0,19.52,24.77,"Great question. No long-term contract is required—you’re free to cancel anytime within the twelve months for no penalty. The rate is locked, so you’re protected if the market fluctuates.",sale
62831_71,1,25.18,28.01,That’s reassuring. Does this switch mean I'll lose power during the transition?,sale
62831_71,0,28.4,31.31,Not at all! Your utility remains your service provider—your power stays on without interruption. We just handle the rate and billing.,sale
62831_71,1,31.8,33.52,"Okay, that definitely makes it easier. What do you need from me to sign up?",sale
62831_71,0,34.01,37.27,"Just a recent bill or your account number, and your service address for verification. I can walk you through the process in two minutes if you’re ready.",sale
62831_71,1,37.69,38.54,"Sure, let me grab my bill—hold on one second.",sale
62831_71,1,40.04,41.33,"Alright, got it in front of me.",sale
62831_71,0,41.6,45.98,Perfect. Could you read me the account number and confirm your service address? I’ll also need your email to send the contract summary.,sale
62831_71,1,46.21,48.55,"Absolutely, the account number is 278934, and the address is 862 Wilson Lane.",sale
62831_71,0,49.03,53.15,"Great, thank you, Mr. Parker. Your new plan rate will activate on your next meter read, so expect the lower rate and the $50 credit on your upcoming bill. You’ll receive a confirmation email shortly.",sale
62831_71,1,53.67,55.49,That all sounds good. Thank you for your patience and thoroughness.,sale
62831_71,0,55.88,58.53,"It's my pleasure! Welcome to SolarOne, Mr. Parker. Just call or email if you ever have questions or need help.",sale
112304_72,0,0.5,3.2,"Hello, may I speak with Mr. Mason Carter?",sale
112304_72,1,3.22,4.18,This is Mason speaking.,sale
112304_72,0,4.25,8.63,"Good morning, Mr. Carter! This is Sophie Daniels calling from Meadowfield Energy. How are you today?",sale
112304_72,1,8.9,10.3,"I'm well, thanks. What can I help you with?",sale
112304_72,0,10.46,16.29,"I won’t take much of your time—I'm reaching out because we're launching a new energy plan for long-time customers, and your household is eligible for a special rate and monthly discounts.",sale
112304_72,1,16.34,18.87,Is this going to change my service in any way?,sale
112304_72,0,19.1,22.09,"Not at all—your energy supply stays exactly the same, but you’ll pay less for it. Would you like to hear the details?",sale
112304_72,1,22.3,23.08,"Sure, go ahead.",sale
112304_72,0,23.4,28.25,"Excellent. So, our Meadowfield Advantage Plan is fixed at $0.11 per kWh for 12 months—no peak or off-peak pricing. And for enrolling, you get $8 off each monthly bill, guaranteed for a year.",sale
112304_72,1,28.5,30.78,That sounds interesting. Is there a catch or any hidden fees?,sale
